ID,feat1,feat2,feat3,rating
4063,10,65,6507,0.12
4064,2,86,8171,0.69
4065,9,88,7247,0.85
4066,4,68,1595,0.56
4067,4,81,8481,0.05
4068,5,88,4408,0.65
4069,5,76,3386,0.93
4070,4,77,4839,0.35
4071,4,62,6453,0.81
4072,10,98,7935,0.94
4073,5,88,5698,0.24
4074,10,81,9667,0.62
4075,8,61,2283,0.84
4076,1,64,1321,0.54
4077,3,91,9249,0.64
4078,3,73,1307,0.96
4079,9,93,3277,0.34
4080,5,50,5948,0.44
4081,9,85,6388,0.08
4082,3,53,8769,0.79
4083,6,75,3134,0.38
4084,5,80,8647,0.63
4085,8,86,4796,0.48
4086,5,72,3251,0.20
4087,1,82,3987,0.43
4088,1,51,5252,0.77
4089,4,96,6180,0.26
4090,7,58,8410,0.46
4091,4,53,9476,0.15
4092,9,79,4674,0.03
4093,9,75,1589,0.32
4094,10,80,2678,0.59
4095,1,84,7620,0.07
4096,6,74,2133,0.63
4097,3,87,1168,0.68
4098,10,99,7834,0.09
4099,3,76,7854,0.38
4100,6,66,6888,0.23
4101,2,83,5753,0.80
4102,4,72,1505,0.73
4103,4,73,7369,0.08
4104,8,76,1056,0.12
4105,6,99,4971,0.84
4106,10,91,8214,0.42
4107,5,94,8505,0.52
4108,5,59,5913,0.42
4109,4,68,9973,0.96
4110,7,88,6392,1.00
4111,4,82,6138,0.75
4112,4,93,6557,0.01
4113,8,76,8332,0.58
4114,5,83,8841,0.53
4115,8,76,3703,0.91
4116,10,91,5557,0.64
4117,4,55,5969,0.65
4118,10,97,4567,0.59
4119,6,60,3705,0.29
4120,2,57,2636,0.63
4121,6,55,1517,0.78
4122,8,95,5411,0.41
4123,4,59,1420,0.74
4124,9,99,8828,0.16
4125,8,61,8618,0.72
4126,6,65,7591,0.52
4127,3,83,1767,0.78
4128,2,75,9395,0.65
4129,6,77,6726,0.03
4130,2,82,1032,0.56
4131,3,50,2973,0.69
4132,9,91,7709,0.88
4133,2,83,4574,0.47
4134,10,89,1395,0.87
4135,10,56,6240,0.61
4136,1,61,6182,0.35
4137,7,98,3389,0.38
4138,5,71,6275,0.46
4139,2,83,8843,0.02
4140,5,58,3234,0.19
4141,8,70,6662,0.57
4142,4,97,5813,0.54
4143,3,88,8904,0.02
4144,2,89,9785,0.75
4145,6,84,9320,0.55
4146,3,56,8563,0.57
4147,4,57,2533,0.45
4148,10,66,2446,0.03
4149,4,80,8597,0.94
4150,9,85,5930,0.10
4151,4,80,9661,0.84
4152,1,70,9750,0.94
4153,4,99,3716,0.52
4154,7,61,7185,0.03
4155,9,88,5250,0.69
4156,9,60,8201,0.39
4157,7,55,8155,0.04
4158,5,58,6781,0.02
4159,8,77,6606,0.64
4160,5,87,7700,0.20
4161,10,88,5500,0.09
4162,7,83,2627,0.09
4163,8,73,4952,0.29
4164,9,60,8669,0.27
4165,3,51,5547,0.74
4166,9,96,3332,0.92
4167,5,54,9478,0.03
4168,4,58,6973,0.04
4169,10,91,8562,0.72
4170,7,50,6320,0.76
4171,1,89,3237,0.01
4172,5,59,6893,0.37
4173,10,66,3693,0.11
4174,6,65,1455,0.38
4175,2,86,4744,0.03
4176,10,96,5648,0.88
4177,3,80,6043,0.30
4178,6,58,7147,0.89
4179,10,89,8129,0.68
4180,6,56,5362,0.98
4181,10,97,9066,0.74
4182,4,56,9369,0.23
4183,5,56,5719,0.34
4184,1,74,5212,0.38
4185,3,54,2984,0.56
4186,6,93,4397,0.89
4187,3,85,7494,0.92
4188,4,82,3333,0.40
4189,7,81,6617,0.33
4190,6,78,7665,0.09
4191,3,56,1720,0.43
4192,1,53,9023,0.72
4193,1,92,2311,0.06
4194,9,70,3442,0.92
4195,2,72,7163,0.77
4196,4,84,2414,0.12
4197,3,73,9009,0.27
4198,2,67,6604,0.59
4199,5,69,7831,0.70
4200,3,53,1516,0.03
4201,5,81,5288,0.49
4202,8,94,9126,0.62
4203,8,57,3124,0.89
4204,3,52,3600,0.30
4205,4,83,3958,0.40
4206,7,82,4898,0.56
4207,4,51,5534,0.06
4208,2,77,7509,0.33
4209,7,92,5832,0.87
4210,4,69,5512,0.01
4211,8,88,4990,0.47
4212,5,92,4981,0.57
4213,1,87,4787,0.92
4214,7,61,2160,0.33
4215,5,59,8257,0.14
4216,10,72,9420,0.62
4217,2,89,7876,0.35
4218,2,59,1475,0.38
4219,2,62,8503,0.18
4220,1,91,6247,0.04
4221,7,95,8187,0.97
4222,1,54,5758,0.33
4223,2,92,5400,0.57
4224,2,83,5339,0.05
4225,10,85,7836,0.23
4226,2,65,7449,0.64
4227,2,88,5096,0.76
4228,5,69,4604,0.23
4229,1,58,1707,0.10
4230,4,59,1116,0.55
4231,3,61,7558,0.51
4232,9,84,3455,0.61
4233,3,87,1735,0.93
4234,2,63,7322,0.12
4235,1,96,4850,0.22
4236,6,94,1968,0.10
4237,2,51,4716,0.72
4238,6,87,2140,0.06
4239,6,79,8869,0.51
4240,7,66,9610,0.65
4241,3,74,6800,0.42
4242,5,51,3008,0.52
4243,6,59,2262,0.21
4244,3,59,4529,0.52
4245,1,83,4428,0.95
4246,10,69,2772,0.03
4247,9,76,6011,0.50
4248,8,64,6840,0.95
4249,5,74,9310,0.78
4250,1,51,2241,0.19
4251,7,87,2822,0.05
4252,7,78,3748,0.53
4253,5,70,6378,0.21
4254,9,80,2260,0.86
4255,4,60,4969,0.96
4256,3,57,4991,0.74
4257,9,64,5955,0.47
4258,1,77,8173,0.69
4259,9,72,2420,0.24
4260,7,85,6686,0.65
4261,4,78,5213,0.64
4262,1,76,9049,0.62
4263,5,53,8090,0.17
4264,5,70,1656,0.17
4265,1,69,7400,0.32
4266,10,71,7153,0.97
4267,9,75,6730,0.70
4268,7,100,2215,0.75
4269,10,58,9365,0.57
4270,6,67,7418,0.27
4271,2,88,6671,0.55
4272,10,80,4404,0.23
4273,4,87,1281,0.20
4274,1,58,2604,0.45
4275,8,65,7663,0.12
4276,10,67,6381,0.28
4277,5,59,5695,0.20
4278,8,87,1673,0.32
4279,4,73,5498,0.85
4280,8,85,8870,0.34
4281,4,65,3355,0.39
4282,10,80,9777,0.24
4283,10,69,9414,0.90
4284,5,55,5332,0.36
4285,7,62,1651,0.13
4286,5,53,9119,0.56
4287,4,67,2133,0.31
4288,7,69,4449,0.94
4289,7,63,9910,0.64
4290,1,68,9923,0.48
4291,10,96,1890,0.05
4292,6,84,2568,0.78
4293,7,73,2995,0.01
4294,3,91,9625,0.45
4295,7,56,3615,0.39
4296,7,87,2880,0.83
4297,5,97,8948,0.88
4298,3,80,3413,0.37
4299,9,53,2859,0.70
4300,5,100,1805,0.34
4301,2,59,8907,0.38
4302,10,85,9027,0.51
4303,1,81,6923,0.04
4304,10,84,5348,0.88
4305,6,55,7504,0.16
4306,3,56,8484,0.33
4307,1,56,8116,0.83
4308,9,83,7537,0.00
4309,2,67,7420,0.53
4310,4,63,8286,0.04
4311,5,50,8094,0.89
4312,2,68,1706,0.09
4313,6,59,2278,0.28
4314,7,73,6055,0.91
4315,9,90,1109,0.36
4316,7,76,5332,0.11
4317,2,75,8839,0.67
4318,6,77,8157,0.97
4319,8,76,6103,0.34
4320,10,85,4185,0.93
4321,1,61,5241,0.38
4322,4,61,6154,0.22
4323,9,63,6335,0.27
4324,10,50,2896,0.12
4325,2,61,4381,0.77
4326,10,83,9154,0.79
4327,4,75,1608,0.15
4328,10,64,9420,0.11
4329,10,55,7410,0.39
4330,1,58,7357,0.98
4331,6,65,5457,0.46
4332,2,87,9299,0.14
4333,9,58,9497,0.68
4334,5,93,6607,0.61
4335,2,56,4241,0.91
4336,1,54,1268,0.54
4337,2,67,8634,0.59
4338,5,83,4330,0.36
4339,3,83,8746,0.97
4340,6,63,8086,0.79
4341,6,62,4755,0.93
4342,8,88,3789,0.39
4343,3,62,5500,0.76
4344,9,61,6310,0.26
4345,3,92,2229,0.55
4346,9,78,8765,0.64
4347,6,60,8144,0.65
4348,4,79,3639,0.01
4349,6,74,3260,0.94
4350,4,86,7628,0.51
4351,9,92,4330,0.01
4352,10,54,6064,0.23
4353,2,77,6923,0.52
4354,10,74,2102,0.99
4355,10,90,3964,0.98
4356,1,92,4177,0.14
4357,6,69,8549,0.43
4358,7,92,1966,0.12
4359,5,58,7920,0.44
4360,2,64,2914,0.94
4361,7,94,7524,0.96
4362,10,87,2482,0.43
4363,9,89,3545,0.52
4364,4,67,2801,0.43
4365,5,67,3965,1.00
4366,4,95,4677,0.61
4367,6,97,6578,0.29
4368,9,57,3461,0.42
4369,7,58,7987,0.08
4370,2,85,5309,0.26
4371,5,95,6085,0.36
4372,5,96,7932,0.46
4373,5,98,2649,0.40
4374,7,64,1167,0.60
4375,1,75,5651,0.29
4376,1,56,4548,0.40
4377,10,76,5838,0.29
4378,8,88,2534,0.10
4379,9,70,8495,0.09
4380,8,84,2076,0.83
4381,4,63,8372,0.86
4382,3,67,6896,0.78
4383,2,51,9626,0.54
4384,5,96,9552,0.94
4385,6,94,5692,0.21
4386,3,94,6719,0.46
4387,8,90,4229,0.32
4388,2,93,2790,0.11
4389,6,55,6166,0.47
4390,9,89,3414,0.45
4391,6,98,9638,0.55
4392,4,97,5393,0.07
4393,3,64,7533,0.68
4394,4,71,6227,0.85
4395,2,81,5014,0.20
4396,2,62,6418,0.89
4397,5,73,5560,0.82
4398,8,76,1590,0.98
4399,3,69,1863,0.63
4400,6,99,3048,0.27
4401,3,91,1098,0.67
4402,3,99,7819,0.30
4403,3,91,5750,0.88
4404,6,77,3134,0.88
4405,10,60,8741,0.42
4406,5,94,4658,0.23
4407,2,62,7822,0.21
4408,4,51,9495,0.88
4409,3,76,9256,0.64
4410,1,96,6547,0.25
4411,1,61,2201,0.76
4412,3,100,1082,0.93
4413,4,74,4542,0.36
4414,3,54,3380,0.92
4415,2,56,6988,0.71
4416,10,73,8680,0.70
4417,5,68,4003,0.98
4418,10,71,3490,0.51
4419,4,50,8750,0.26
4420,3,76,2266,0.35
4421,4,51,3789,0.16
4422,9,84,4457,0.05
4423,4,94,2693,0.61
4424,10,52,8351,0.72
4425,2,73,8218,0.19
4426,1,98,9546,0.68
4427,9,74,5802,0.91
4428,2,60,4623,0.85
4429,9,77,6410,0.88
4430,6,51,1967,0.71
4431,9,54,5369,0.30
4432,10,59,6242,0.65
4433,6,78,5223,0.56
4434,9,61,7509,0.06
4435,3,84,6510,0.03
4436,8,78,8590,0.84
4437,4,88,6301,0.44
4438,5,91,1139,0.22
4439,6,95,2326,0.30
4440,9,71,4542,0.03
4441,10,73,3570,0.56
4442,5,87,1749,0.15
4443,7,95,8240,0.02
4444,7,87,4117,0.28
4445,6,89,1039,0.80
4446,9,88,7508,0.21
4447,2,52,4619,1.00
4448,8,68,8083,0.68
4449,6,96,9477,0.42
4450,3,91,8303,0.86
4451,9,63,6859,0.65
4452,2,83,9731,0.77
4453,3,70,9842,0.28
4454,4,82,3480,0.54
4455,2,67,9059,0.87
4456,1,92,2787,0.30
4457,7,73,1974,0.64
4458,6,89,7133,0.67
4459,2,58,7318,0.10
4460,7,56,6908,0.86
4461,3,57,3839,0.84
4462,1,52,7041,0.48
4463,8,85,2544,0.42
4464,2,89,1547,0.40
4465,2,82,1599,0.91
4466,1,60,7659,0.50
4467,7,94,7226,0.25
4468,9,82,9292,0.28
4469,5,60,1306,0.79
4470,9,97,1612,0.35
4471,1,64,9141,0.53
4472,3,56,3847,0.92
4473,10,89,6242,0.32
4474,5,95,3498,0.86
4475,1,79,7141,0.98
4476,1,93,9397,0.08
4477,7,65,6504,0.56
4478,9,63,6677,0.16
4479,6,91,4642,0.50
4480,4,65,1398,0.86
4481,4,75,1578,0.29
4482,7,53,9291,0.18
4483,9,96,9591,0.77
4484,10,83,4984,0.03
4485,1,50,1162,0.54
4486,10,85,1343,0.54
4487,8,87,6548,0.89
4488,1,71,3234,0.59
4489,6,51,8481,0.46
4490,7,75,5985,0.31
4491,1,91,1471,0.61
4492,6,93,9959,0.95
4493,4,56,6620,0.81
4494,1,95,6569,0.21
4495,9,93,6455,0.23
4496,6,69,6367,0.25
4497,5,51,3140,0.84
4498,8,72,5122,0.53
4499,5,59,5363,0.28
4500,7,67,1107,0.33
4501,9,79,4209,0.22
4502,3,68,9329,0.39
4503,7,60,8129,0.95
4504,6,57,9725,0.41
4505,3,65,5421,0.09
4506,6,92,1919,0.92
4507,8,81,5998,0.60
4508,2,85,3118,0.89
4509,10,64,5794,0.33
4510,10,84,7276,0.72
4511,6,100,2502,0.41
4512,3,65,4802,0.90
4513,5,82,9392,0.85
4514,7,68,5054,0.45
4515,7,79,7814,0.13
4516,5,99,4653,0.97
4517,2,93,9272,0.07
4518,7,71,7949,0.85
4519,4,71,6344,0.68
4520,9,62,1299,0.11
4521,6,68,3357,0.61
4522,10,87,7414,0.59
4523,4,92,8616,0.05
4524,4,57,5489,0.43
4525,5,81,4442,0.41
4526,3,84,8248,0.34
4527,9,58,9431,0.77
4528,5,95,5228,0.79
4529,4,98,3474,0.84
4530,6,94,6884,0.85
4531,4,80,6407,0.87
4532,9,69,2243,0.73
4533,6,73,6124,0.33
4534,1,90,5063,0.89
4535,3,61,9442,0.43
4536,1,94,1069,0.98
4537,7,76,9212,0.20
4538,4,95,4899,0.85
4539,10,64,9969,0.47
4540,8,58,5819,0.64
4541,3,85,3566,0.70
4542,10,60,4448,0.29
4543,1,56,3503,0.98
4544,9,87,6565,0.01
4545,2,71,7104,0.41
4546,2,100,3749,0.12
4547,3,75,3180,0.38
4548,10,71,1773,0.80
4549,9,95,9757,0.85
4550,10,91,2210,0.21
4551,6,77,4508,0.81
4552,2,92,1088,0.24
4553,6,77,2528,0.35
4554,9,86,1221,0.32
4555,4,79,8007,0.84
4556,4,55,4456,0.86
4557,5,88,1479,0.99
4558,2,65,7523,0.52
4559,2,89,4302,0.47
4560,8,76,4741,0.88
4561,7,82,8167,0.56
4562,6,55,1313,0.60
4563,5,66,8324,0.92
4564,8,52,2023,0.70
4565,10,76,1382,0.28
4566,2,51,1839,0.84
4567,10,80,4499,0.64
4568,1,95,8566,0.30
4569,10,92,6821,0.17
4570,8,61,3029,0.20
4571,3,70,1369,0.37
4572,8,72,4992,0.82
4573,1,59,6904,0.51
4574,2,100,7799,0.34
4575,9,59,6813,0.65
4576,10,78,2748,0.20
4577,5,67,7875,0.35
4578,4,53,9392,0.92
4579,9,82,9687,0.33
4580,3,61,4182,0.74
4581,7,83,8156,0.73
4582,9,91,8882,0.73
4583,4,69,4472,0.05
4584,5,68,5062,0.18
4585,9,83,4101,0.65
4586,8,89,6884,0.67
4587,5,65,1672,0.07
4588,6,64,4126,0.92
4589,10,56,9851,0.56
4590,5,50,5367,0.72
4591,10,50,9989,0.65
4592,6,77,8077,0.84
4593,2,71,4312,0.43
4594,6,53,9432,0.10
4595,4,61,6567,0.07
4596,3,58,8431,0.17
4597,9,67,3152,0.87
4598,4,60,6035,0.80
4599,4,90,3193,0.50
4600,1,64,1978,0.21
4601,10,62,5229,0.32
4602,5,73,9071,0.23
4603,9,90,1935,0.04
4604,1,56,9451,0.94
4605,6,65,8388,0.24
4606,7,86,1639,0.77
4607,7,60,9577,0.70
4608,8,88,3133,0.32
4609,1,60,5195,0.38
4610,3,98,8903,0.77
4611,7,85,8707,0.30
4612,7,88,3066,0.99
4613,5,83,8660,0.57
4614,9,50,1220,0.97
4615,2,95,1403,0.69
4616,8,84,6861,0.40
4617,5,86,2870,0.56
4618,7,100,5695,0.57
4619,10,93,3847,0.87
4620,9,56,4007,0.88
4621,2,97,9064,0.29
4622,6,70,2508,0.97
4623,4,88,9059,0.45
4624,7,96,5880,0.62
4625,2,79,2946,0.70
4626,2,62,3600,0.96
4627,6,69,4900,0.78
4628,10,62,1499,0.95
4629,5,69,1398,0.11
4630,5,96,9451,0.14
4631,6,55,1967,0.19
4632,5,98,5899,0.24
4633,2,62,7929,0.63
4634,9,82,3501,0.82
4635,3,94,3772,0.14
4636,9,54,6029,0.46
4637,2,88,7585,0.63
4638,1,82,5842,0.75
4639,1,73,1730,0.69
4640,6,88,1323,0.08
4641,5,96,8595,0.47
4642,2,99,6310,0.37
4643,5,53,4309,0.70
4644,7,57,1302,0.75
4645,6,93,3692,0.96
4646,2,64,7502,0.23
4647,7,52,4814,0.51
4648,7,72,1252,0.53
4649,5,99,7453,0.86
4650,7,59,7309,0.88
4651,10,74,8193,0.45
4652,10,51,2230,0.16
4653,4,88,4868,0.34
4654,4,74,8651,0.80
4655,9,90,7116,0.46
4656,4,71,5054,0.83
4657,4,68,7476,0.58
4658,9,60,9061,0.34
4659,10,88,6692,0.15
4660,2,53,1403,0.08
4661,4,84,5187,0.79
4662,9,70,1863,0.08
4663,9,79,4312,0.41
4664,10,100,5427,0.78
4665,3,90,7423,0.05
4666,2,99,1452,0.88
4667,6,100,7539,0.14
4668,1,57,4109,0.44
4669,7,66,8379,0.72
4670,10,58,7818,0.59
4671,5,79,5013,0.02
4672,3,83,7605,0.50
4673,6,100,9712,0.10
4674,5,58,7438,0.62
4675,1,80,9265,0.20
4676,3,52,6844,0.23
4677,1,76,7236,1.00
4678,6,94,4081,0.51
4679,4,81,2324,0.52
4680,8,92,2841,0.43
4681,9,94,9360,0.16
4682,1,71,1803,0.53
4683,4,82,4342,0.10
4684,4,61,2043,0.65
4685,1,62,9149,0.31
4686,1,91,3109,0.72
4687,7,93,9629,0.53
4688,4,89,3314,0.22
4689,8,77,9175,0.36
4690,7,64,4060,0.85
4691,5,74,3650,0.32
4692,1,80,2223,0.24
4693,7,74,6976,0.67
4694,7,57,9388,0.18
4695,1,79,5122,0.74
4696,8,85,4184,0.50
4697,3,94,1766,0.68
4698,2,51,4058,0.97
4699,9,63,4171,0.21
4700,9,74,5580,0.15
4701,5,90,1525,0.14
4702,9,99,8138,0.67
4703,6,50,6782,0.90
4704,9,89,6192,0.53
4705,4,68,3093,0.19
4706,5,70,3382,0.59
4707,2,58,4221,0.96
4708,4,68,3512,0.85
4709,5,70,7938,0.77
4710,4,78,6274,0.88
4711,5,54,8765,0.95
4712,9,79,1931,0.54
4713,8,87,3000,0.78
4714,1,93,8677,0.18
4715,5,94,6312,0.22
4716,2,62,3857,0.37
4717,5,91,6770,0.80
4718,2,92,3199,0.58
4719,6,57,4312,0.68
4720,9,70,4520,0.29
4721,3,51,5526,0.38
4722,3,61,4887,0.77
4723,10,100,6007,0.17
4724,9,75,5882,0.11
4725,5,86,6380,0.07
4726,1,67,3767,0.54
4727,1,59,3138,0.57
4728,1,55,6654,0.92
4729,10,59,2252,0.22
4730,5,81,8598,0.58
4731,4,61,6770,0.55
4732,1,72,3806,0.72
4733,4,77,9943,0.63
4734,1,60,6732,0.88
4735,2,57,1163,0.22
4736,8,86,8820,0.30
4737,8,72,8464,0.73
4738,10,71,7446,0.79
4739,10,59,9132,0.94
4740,4,53,9009,0.88
4741,5,56,2781,0.35
4742,3,71,1234,0.75
4743,6,95,5387,0.09
4744,4,67,1682,0.34
4745,1,63,3630,0.82
4746,3,96,5893,0.49
4747,5,67,9490,0.83
4748,10,58,9483,0.82
4749,6,69,9076,0.33
4750,10,62,2622,0.13
4751,1,71,5737,0.41
4752,9,98,3437,0.22
4753,7,63,1730,0.83
4754,9,69,8992,0.10
4755,8,71,3844,0.11
4756,9,95,5911,0.99
4757,9,79,8425,0.47
4758,2,82,5780,0.29
4759,2,79,3476,0.33
4760,6,58,8264,0.38
4761,8,87,8959,0.58
4762,7,53,2590,0.55
4763,3,73,9005,0.09
4764,10,76,1344,0.02
4765,7,60,8977,0.38
4766,6,60,9914,0.53
4767,5,66,1410,0.86
4768,9,67,6047,0.50
4769,1,67,2947,0.49
4770,9,76,2253,0.94
4771,10,85,1452,0.34
4772,1,65,6775,0.98
4773,8,50,7899,0.06
4774,10,83,7682,0.08
4775,4,91,4835,0.73
4776,1,73,1012,0.66
4777,2,51,7455,0.02
4778,3,52,6596,0.93
4779,3,87,6407,0.16
4780,2,75,7202,0.41
4781,8,71,7468,0.43
4782,9,54,2176,0.50
4783,7,61,1133,0.43
4784,8,50,5500,0.94
4785,5,84,3497,0.46
4786,6,67,3515,0.03
4787,4,86,7723,0.52
4788,5,68,9565,0.19
4789,5,79,9858,0.15
4790,4,89,7349,0.35
4791,6,68,1913,0.04
4792,5,50,9807,0.50
4793,4,56,4244,0.20
4794,3,63,5612,0.13
4795,4,66,6088,0.87
4796,7,82,2173,0.87
4797,9,80,4126,0.78
4798,9,97,6923,0.74
4799,3,72,8313,0.62
4800,7,77,3129,0.32
4801,2,68,8018,0.74
4802,1,87,8747,0.27
4803,10,64,3609,0.14
4804,7,50,6513,0.24
4805,4,77,5448,0.27
4806,8,62,9820,0.35
4807,1,54,3670,0.13
4808,9,66,5314,0.33
4809,1,88,7063,0.66
4810,6,76,1378,0.93
4811,7,100,3141,0.92
4812,7,73,6340,0.20
4813,6,83,1464,0.22
4814,2,81,3594,0.74
4815,9,75,4616,0.01
4816,4,67,9820,0.37
4817,4,84,8656,0.98
4818,2,73,2641,0.18
4819,2,69,5007,0.19
4820,2,78,3872,0.89
4821,5,54,5218,0.37
4822,9,82,9385,0.49
4823,8,52,6685,0.01
4824,9,96,8995,0.33
4825,5,64,9935,0.65
4826,4,73,7119,0.03
4827,1,94,4666,0.29
4828,4,100,2481,0.83
4829,6,100,2968,0.01
4830,6,79,9365,0.03
4831,5,76,9896,0.72
4832,5,93,5527,0.23
4833,6,57,5117,0.11
4834,9,59,7606,0.84
4835,2,93,1980,0.19
4836,2,60,5340,0.28
4837,3,95,6723,0.01
4838,4,80,8505,0.09
4839,4,82,3184,0.85
4840,8,50,6419,0.86
4841,10,60,6971,0.89
4842,2,89,7908,0.34
4843,5,94,6411,0.65
4844,1,54,8709,0.00
4845,10,85,4194,0.60
4846,6,68,9999,0.33
4847,5,82,5338,0.97
4848,8,58,9293,0.98
4849,6,75,9306,0.49
4850,5,96,8679,0.62
4851,4,54,1674,0.08
4852,1,54,9597,0.03
4853,8,73,5377,0.91
4854,4,99,5152,0.46
4855,3,86,1205,0.15
4856,2,88,5513,0.37
4857,1,70,9623,0.81
4858,7,54,6767,0.53
4859,10,78,3639,0.29
4860,4,89,7226,0.73
4861,1,74,3765,0.24
4862,10,54,2411,0.00
4863,10,55,2803,0.92
4864,10,99,1867,0.76
4865,1,83,9686,0.04
4866,1,78,5153,0.32
4867,2,51,6442,0.01
4868,3,96,9170,0.08
4869,4,58,7775,1.00
4870,5,97,9625,0.87
4871,5,90,7014,0.59
4872,9,79,3152,0.09
4873,4,60,2912,0.57
4874,1,100,3653,0.18
4875,4,89,4274,0.55
4876,5,91,8623,0.24
4877,4,98,9384,0.06
4878,6,60,5215,0.27
4879,4,58,6826,0.82
4880,6,68,2369,0.32
4881,10,68,2478,0.56
4882,5,61,6563,0.74
4883,2,51,5261,0.46
4884,6,63,1348,0.64
4885,8,96,4201,0.36
4886,6,79,4652,0.95
4887,4,74,1467,0.87
4888,1,66,6206,0.87
4889,2,97,3178,0.22
4890,9,70,6582,0.11
4891,8,72,5428,0.85
4892,4,86,3562,0.93
4893,8,84,1983,0.38
4894,8,60,9076,0.63
4895,8,94,8400,0.72
4896,8,73,2184,0.44
4897,5,96,9459,0.75
4898,7,53,1423,0.98
4899,10,90,4039,0.17
4900,6,65,3904,0.37
4901,6,82,4236,0.78
4902,5,89,5726,0.03
4903,6,91,3700,0.05
4904,4,89,2507,0.24
4905,5,69,5398,0.99
4906,2,84,6475,0.83
4907,4,70,8882,0.68
4908,9,62,9508,0.47
4909,5,74,5866,0.82
4910,7,54,4333,0.94
4911,10,80,5865,0.02
4912,7,58,2790,0.77
4913,10,75,1560,0.29
4914,10,60,9604,0.55
4915,6,53,3250,0.83
4916,2,62,8719,0.74
4917,8,72,4442,0.20
4918,10,76,5399,0.00
4919,1,90,8528,0.66
4920,4,99,9508,0.67
4921,4,58,6532,0.69
4922,8,86,4765,0.38
4923,7,96,7467,0.29
4924,10,57,3783,0.45
4925,7,76,2660,0.35
4926,5,60,6399,0.92
4927,3,64,2738,0.14
4928,7,63,5489,0.69
4929,3,85,9852,0.98
4930,1,59,9728,0.75
4931,5,66,7939,0.77
4932,8,76,2286,0.83
4933,3,76,1982,0.96
4934,3,76,2267,0.89
4935,5,62,1002,0.93
4936,8,67,7122,0.17
4937,3,91,9879,0.01
4938,10,70,8711,0.77
4939,9,87,2096,0.27
4940,9,54,6463,0.74
4941,5,95,8531,0.77
4942,6,78,9817,0.63
4943,7,74,3592,0.62
4944,9,53,2470,0.11
4945,10,77,1227,0.91
4946,5,68,8489,0.70
4947,1,57,9291,0.16
4948,5,88,5780,0.15
4949,4,78,9339,0.67
4950,4,60,6746,0.57
4951,6,54,9227,0.39
4952,5,66,4255,1.00
4953,4,57,5831,0.96
4954,1,86,1026,0.55
4955,8,86,3273,0.11
4956,4,96,6928,0.51
4957,4,77,7900,0.51
4958,9,79,1849,0.96
4959,7,99,5219,0.98
4960,1,95,9607,0.93
4961,3,53,8609,0.04
4962,6,54,1871,0.36
4963,7,100,6861,0.29
4964,3,57,4962,0.41
4965,1,91,8037,0.61
4966,8,77,7175,0.78
4967,8,79,3250,0.01
4968,7,94,7910,0.17
4969,3,50,7751,0.23
4970,8,100,5714,0.89
4971,9,63,5343,0.66
4972,7,67,6460,0.80
4973,8,73,8633,0.67
4974,5,92,9645,0.67
4975,10,50,4990,0.07
4976,9,100,7328,0.44
4977,1,86,3586,0.24
4978,8,54,2460,0.45
4979,1,87,2478,0.85
4980,4,66,3637,0.35
4981,6,57,1175,0.97
4982,2,89,3122,0.70
4983,3,86,8545,0.28
4984,9,66,8803,0.57
4985,10,63,9580,0.10
4986,4,83,4104,0.07
4987,6,74,3507,0.04
4988,3,88,7155,0.84
4989,6,77,4982,0.06
4990,8,62,1398,0.07
4991,7,71,3581,0.21
4992,3,90,6588,0.63
4993,3,67,5095,0.97
4994,7,87,2369,0.49
4995,2,72,4268,0.28
4996,4,66,3034,0.05
4997,9,62,9505,0.11
4998,6,54,3417,0.50
4999,5,75,2456,0.12
5000,8,55,8331,0.06
5001,6,50,2795,0.45
5002,5,95,2722,0.12
5003,9,76,4533,0.72
5004,3,70,6690,0.18
5005,6,79,1671,0.01
5006,2,83,8458,0.94
5007,5,80,8552,0.93
5008,3,59,4295,0.22
5009,4,78,2931,0.26
5010,1,90,8857,0.36
5011,5,79,3002,0.66
5012,2,64,2038,0.52
5013,6,75,3366,0.04
5014,8,87,3515,0.97
5015,4,72,1600,0.56
5016,9,52,6306,0.28
5017,6,95,7560,0.25
5018,4,98,2905,0.25
5019,7,64,7870,0.19
5020,3,59,9797,0.08
5021,5,78,6474,0.49
5022,7,64,2280,0.60
5023,2,78,8084,0.71
5024,10,87,7403,0.28
5025,6,75,9931,0.29
5026,6,86,3707,0.34
5027,7,71,2798,0.96
5028,8,71,8308,0.14
5029,5,53,5383,0.47
5030,3,77,3897,0.39
5031,6,84,7734,0.52
5032,1,79,8099,0.66
5033,7,99,7368,0.77
5034,5,70,9213,0.66
5035,8,61,1567,0.52
5036,4,98,9376,0.65
5037,1,74,2956,0.93
5038,5,57,9313,0.08
5039,5,100,2511,0.28
5040,3,70,5721,0.07
5041,7,91,2087,0.80
5042,6,56,6812,0.84
5043,8,87,7207,0.70
5044,10,96,6167,0.63
5045,1,61,4965,0.54
5046,10,80,7781,0.07
5047,1,97,1041,0.01
5048,4,76,8157,0.24
5049,10,99,3733,0.40
5050,9,63,6385,0.00
5051,10,92,7954,0.74
5052,6,97,2772,0.95
5053,1,91,8362,0.26
5054,10,54,5043,0.01
5055,4,76,1270,0.89
5056,1,69,4454,0.36
5057,8,68,7866,0.34
5058,3,97,8994,0.52
5059,7,60,4919,0.82
5060,3,90,1914,1.00
